iter	Logloss
641	0.4217369453
642	0.4215928622
643	0.4213805965
644	0.4213033562
645	0.4211719736
646	0.4210693007
647	0.4208013164
648	0.4206953659
649	0.4205748699
650	0.4204526049
651	0.420386192
652	0.4202547979
653	0.4201265202
654	0.4199157472
655	0.4197754695
656	0.4196824998
657	0.4195844441
658	0.419444467
659	0.4193186226
660	0.4191915121
661	0.4190290885
662	0.4188717674
663	0.4186953477
664	0.4186148932
665	0.418449162
666	0.418401529
667	0.4183070678
668	0.4182248545
669	0.4181648349
670	0.4181032198
671	0.4179901641
672	0.4179004672
673	0.4177797617
674	0.4176683614
675	0.4176015139
676	0.4175056419
677	0.4174709606
678	0.417373491
679	0.4173009981
680	0.4172491172
681	0.4171933851
682	0.4171086412
683	0.4170785556
684	0.4169940964
685	0.4169058197
686	0.4168569467
687	0.416691567
688	0.4165926838
689	0.4165022537
690	0.4164024488
691	0.4163160592
692	0.416248534
693	0.4161828183
694	0.4161451703
695	0.4160258391
696	0.4159200231
697	0.4158413788
698	0.4156515307
699	0.4155453536
700	0.415498278
701	0.4154264654
702	0.4153502264
703	0.4152842451
704	0.4152316408
705	0.415162722
706	0.4150581325
707	0.4149195919
708	0.4148266077
709	0.4147356554
710	0.414634871
711	0.4145739787
712	0.4145044986
713	0.4144218709
714	0.4142743778
715	0.413917042
716	0.4138457891
717	0.4136991189
718	0.4135599302
719	0.4134996395
720	0.4134037769
721	0.413295685
722	0.4132274084
723	0.4130583286
724	0.4129383379
725	0.4127037042
726	0.4126689899
727	0.4126237314
728	0.4125368506
729	0.4124873528
730	0.412382012
731	0.4123004675
732	0.4121623793
733	0.412067094
734	0.4119449037
735	0.411862012
736	0.4118160788
737	0.4117000568
738	0.4116029545
739	0.4114360131
740	0.4113332786
741	0.4111618422
742	0.41105073
743	0.4109725596
744	0.4108633871
745	0.4107458221
746	0.4105666822
747	0.4104709288
748	0.4104086068
749	0.4103364689
750	0.4102147704
751	0.4101758576
752	0.4101144065
753	0.4099013566
754	0.4097975795
755	0.409673958
756	0.4095850536
757	0.4095181354
758	0.4094341557
759	0.4092822165
760	0.409114201
761	0.4089757993
762	0.408874135
763	0.4087902214
764	0.4087336125
765	0.4086703491
766	0.4085743312
767	0.4085504256
768	0.4083470241
769	0.4083175852
770	0.4082317105
771	0.4082096438
772	0.408136963
773	0.4079576942
774	0.4078467144
775	0.4077091228
776	0.4076216027
777	0.4075406191
778	0.4073981611
779	0.4072522915
780	0.4071678069
781	0.40707599
782	0.4069723593
783	0.4068919918
784	0.4065899616
785	0.4064733521
786	0.4064098924
787	0.4063198745
788	0.406224266
789	0.4061362295
790	0.4058170688
791	0.4057845099
792	0.4057201439
793	0.4055626374
794	0.4055073118
795	0.4054612871
796	0.4053379737
797	0.4052455019
798	0.4051710247
799	0.40509195
800	0.4050109064
801	0.4048990578
802	0.4048046764
803	0.4047383796
804	0.4046774396
805	0.4045939475
806	0.4044679526
807	0.4043707721
808	0.4042647494
809	0.4041283595
810	0.4040874536
811	0.4039935836
812	0.4039149864
813	0.4037982698
814	0.4037192918
815	0.4036314496
816	0.4034644553
817	0.4033918624
818	0.4033140798
819	0.4032734011
820	0.4031569363
821	0.4030811276
822	0.4029726649
823	0.4028420396
824	0.4027573421
825	0.4026197796
826	0.4025575485
827	0.4025058413
828	0.4024778592
829	0.4024102179
830	0.4023823378
831	0.4023210736
832	0.4020772231
833	0.4019603801
834	0.4018130966
835	0.4017449815
836	0.4016364758
837	0.4015389092
838	0.401448559
839	0.4013735086
840	0.4013171387
841	0.4011758376
842	0.4011469148
843	0.4010708896
844	0.401012994
845	0.4007958322
846	0.4007858106
847	0.4007286197
848	0.4006523479
849	0.4005743997
850	0.4005409977
851	0.4004594835
852	0.4003125549
853	0.4002498205
854	0.400207707
855	0.4001117946
856	0.4000815448
857	0.3999550531
858	0.3998920943
859	0.3997871789
860	0.3996355548
861	0.399551081
862	0.3994348399
863	0.3993736732
864	0.3993107702
865	0.3990585618
866	0.3989593249
867	0.3988447605
868	0.3987780041
869	0.3986644966
870	0.3985445498
871	0.3984047559
872	0.3980270096
873	0.3979834778
874	0.3979174543
875	0.3978709234
876	0.3977779445
877	0.397629907
878	0.3974376651
879	0.3973055532
880	0.3972626044
881	0.3971082831
882	0.3970600821
883	0.3970028187
884	0.396945883
885	0.3968270156
886	0.3967124692
887	0.3964276176
888	0.3963396547
889	0.3962763223
890	0.3961756733
891	0.3960887676
892	0.39601063
893	0.3959372122
894	0.3958259275
895	0.3957454806
896	0.3953728172
897	0.3953284249
898	0.395163294
899	0.3949910113
900	0.3948098983
901	0.3947300255
902	0.3946465376
903	0.3944532451
904	0.3941960766
905	0.3940365268
906	0.393864528
907	0.3937601397
908	0.3936790829
909	0.3935686189
910	0.3935117125
911	0.393431887
912	0.3932656672
913	0.3931491721
914	0.3930397487
915	0.3929830705
916	0.3928818148
917	0.39267906
918	0.3926077788
919	0.3925065864
920	0.3923948765
921	0.3923401967
922	0.3922318227
923	0.3920855285
924	0.3920501471
925	0.3919116032
926	0.3918017901
927	0.3917133611
928	0.3916029438
929	0.3915330383
930	0.3914504674
931	0.391355902
932	0.3912497903
933	0.3911946993
934	0.3911165716
935	0.3910024743
936	0.3909480608
937	0.3908818495
938	0.3907135398
939	0.3906597162
940	0.3906240566
941	0.3905036554
942	0.390427899
943	0.3903672187
944	0.3903182908
945	0.3902434874
946	0.3900118227
947	0.3899075782
948	0.3898324774
949	0.3897745828
950	0.3897172033
951	0.38957438
952	0.3894878623
953	0.3893625561
954	0.3892432844
955	0.3891719863
956	0.3891031192
957	0.3890194732
958	0.3889552744
959	0.3888472669
960	0.388807255
961	0.3886773331
962	0.3884254445
963	0.3883678937
964	0.3882553503
965	0.3881636858
966	0.3880913368
967	0.3880076379
968	0.3879391952
969	0.3878670463
970	0.3878019722
971	0.3876643268
972	0.3875476053
973	0.3875106434
974	0.3874823509
975	0.3874258533
976	0.3873125818
977	0.3872684545
978	0.3872310571
979	0.3871756378
980	0.3870822092
981	0.3869727584
982	0.3869256362
983	0.3868206015
984	0.3866893186
985	0.3864777531
986	0.3864110366
987	0.386347096
988	0.3862863311
989	0.3862401962
990	0.3861872858
991	0.3860062082
992	0.3858680841
993	0.3857642144
994	0.3856518051
995	0.3855778686
996	0.3855365345
997	0.3854660951
998	0.3854382568
999	0.3853645819
